temperatura,umidade
13.18603,72.56474
26.523579,26.730494
22.308926,37.28969
20.802467,63.834877
15.639568,67.55325
11.833439,81.20012
15.003503,71.069275
29.344046,19.702848
16.45903,59.19936
20.343431,58.699615
18.63331,64.73329
19.453325,56.19417
24.832493,30.363108
22.625097,41.591274
26.86185,25.538223
14.584084,65.59235
19.390179,71.074135
18.484604,57.520786
19.67468,47.140514
21.856174,37.376026
12.100016,83.28612
29.09524,30.515045
11.795785,57.74756
15.251578,75.13447
16.441526,61.079643
16.402437,76.16603
19.941463,42.099144
18.476719,65.3326
24.657162,40.89632
20.382324,43.847275
16.236942,42.991283
19.283878,73.829834
15.5474205,69.75466
19.502108,43.424603
22.155363,38.172493
16.189392,74.50325
17.271439,61.79504
25.253487,39.626934
17.789375,50.764023
25.779812,37.83869
26.630096,31.983435
31.269062,23.73796
18.977224,54.370735
24.546062,43.14728
16.239418,62.43333
13.813869,84.342415
14.046333,81.60942
17.32573,74.7455
26.638994,32.363785
21.601423,58.63892
24.624992,25.83007
27.299253,21.96011
9.900348,80.69452
28.195555,20.773075
13.322457,88.17906
18.263134,41.150192
20.390347,62.488594
13.54929,87.393684
14.470525,79.89517
12.527919,68.949875
25.102371,25.452219
14.941775,76.76719
13.816532,70.78808
21.961454,50.80103
21.087084,55.54441
12.2192545,91.79733
25.071217,29.674654
26.49258,29.646196
13.772352,65.4049
13.230544,69.510895
21.285824,45.00837
15.350777,57.448345
12.631151,90.18909
13.02846,64.465
22.16763,60.273098
15.369245,78.76957
23.309662,48.600452
26.840418,29.319881
16.6289,57.363068
10.503803,79.6042
16.224726,78.75024
24.871325,47.184265
21.17185,59.969734
5.188611,78.83408
17.638,60.940792
9.880942,85.66845
15.65428,63.929916
22.88013,48.945164
17.444696,52.758923
22.119875,54.258873
18.899878,45.051865
14.146896,87.144966
23.476286,35.966213
19.7104,45.51152
20.917828,45.082077
16.792126,59.61916
15.946348,79.52705
25.313175,42.442265
20.358839,64.43264
19.135849,63.649487
21.056862,31.682657
17.757423,72.81843
18.999847,69.99585
14.503577,67.43636
14.127054,65.19438
18.47949,40.097893
29.194565,25.285597
21.523483,34.74262
22.818623,53.08574
9.963379,62.089565
15.013489,70.77497
21.144543,51.652092
27.062227,35.578533
21.454927,42.058266
18.319658,45.82013
25.03463,28.828573
14.517051,78.94538
18.65432,67.60911
26.27957,35.25402
13.124557,63.58681
13.3898535,89.92685
18.509548,65.30915
28.167618,26.679575
14.911179,64.51946
14.284388,61.82775
27.436872,26.954824
24.486895,42.413143
17.848276,45.67951
14.06207,73.55663
17.771643,49.25747
11.526881,72.440056
18.133396,43.1083
18.008512,71.21265
29.788157,19.051474
29.426142,22.614967
16.257164,59.22743
20.656515,59.42248
19.627186,48.27696
27.411306,25.744215
22.846378,36.282375
11.563154,73.43551
13.662499,46.195995
15.417661,75.90248
25.018929,47.627773
18.207577,70.47738
18.37963,68.22113
18.655766,65.38194
17.846075,65.602196
24.175951,36.786648
14.388639,78.52855
29.232086,27.798153
19.250702,71.60375
17.115942,52.11566
22.454798,47.730606
22.78324,37.082527
15.321428,63.359795
14.140753,52.273388
